award_piid,pe_bli,adjudicated_confidence,award_verdict,pair_reason,basis,evidence,note,refuter_lenses_passed
HR001119C0017,0602716E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603287E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0018,0602023E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0603286E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0601122E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0602702E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0602115E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0603760E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0602026E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0605502E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0603767E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0603469E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0602715E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0605898E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0601101E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0605001E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0603739E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0603468E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0018,0602024E,medium,darpa_unpinned,unpinned-pool,,,"OPFIRES named but absent from corpus; 0603286E hypersonic narratives cover MoHAWC/HAWC/Glide Breaker, not Operational Fires. No affirmative pin.",
HR001119C0019,0603767E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0605502E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0602023E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0605001E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0602303E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0603760E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0602702E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0602024E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0602716E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0602715E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0019,0601122E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named, HR0011 office, but no SIGMA+ mention in any of the 24 candidate PEs. Current 'high' tag on 0603767E not supported by narrative.",
HR001119C0020,0603767E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0605502E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602702E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603286E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602024E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0601101E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603760E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602303E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602715E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0605898E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603469E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602716E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0605001E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603739E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603468E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603287E,high,pinned,pinned-here,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",2
HR001119C0020,0601122E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602025E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603766E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602026E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0603467E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602115E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
HR001119C0020,0602023E,low,pinned,pinned-elsewhere:0603287E,narrative-grep,"0603287E narrative, titled 'Blackjack': 'The Blackjack program developed space technologies demonstrating a proliferated smallsat constellation capability in Low Earth Orbit (LEO)'","Description (Blackjack Track A payload, LEO constellation) matches the named program exactly.",
